Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-31 00:00:00-04:00,46.270336390770325,46.5964289652175,45.75691156176687,45.763851165771484,959100,0.0,0
2015-04-01 00:00:00-04:00,45.83321263393418,45.992791700759085,44.90350722441219,45.222660064697266,965200,0.0,0
2015-04-02 00:00:00-04:00,45.27817697792569,45.826289146100315,45.229610344966716,45.68058395385742,651100,0.0,0
2015-04-06 00:00:00-04:00,45.59732678262819,46.353579343302364,45.59732678262819,46.06217956542969,609400,0.0,0
2015-04-07 00:00:00-04:00,46.15931446948435,46.24951342301534,45.569575290385686,45.812408447265625,651200,0.0,0
2015-04-08 00:00:00-04:00,45.833220186540494,46.117685654558095,45.729152618598064,46.04830551147461,671200,0.0,0
2015-04-09 00:00:00-04:00,45.88178298573533,46.20787545370707,45.11859088879848,45.34061050415039,1254300,0.0,0
2015-04-10 00:00:00-04:00,45.58345409891367,45.95811327836088,45.07003461301924,45.25042724609375,1077000,0.0,0
2015-04-13 00:00:00-04:00,45.243477149255575,45.39611662696506,45.139404296875,45.139404296875,694000,0.0,0
2015-04-14 00:00:00-04:00,45.34754839290964,45.60426071389271,45.29898176930365,45.38917541503906,704800,0.0,0
2015-04-15 00:00:00-04:00,45.36836164713276,45.52100111856316,44.99370256999404,45.174095153808594,568900,0.0,0
2015-04-16 00:00:00-04:00,45.05615542016131,45.46550198157099,44.64680356538586,45.38224792480469,715900,0.0,0
2015-04-17 00:00:00-04:00,45.24348606014081,45.451631805897094,44.896580012791134,45.3128662109375,833000,0.0,0
2015-04-20 00:00:00-04:00,45.312864123978876,45.89566900923472,45.229610064203726,45.652835845947266,1101300,0.0,0
2015-04-21 00:00:00-04:00,45.77770907541754,46.23562215270408,45.59037690801871,46.15236282348633,1282500,0.0,0
2015-04-22 00:00:00-04:00,46.11769187269222,46.20788554152517,45.84710557282703,45.99280548095703,769500,0.0,0
2015-04-23 00:00:00-04:00,45.89568327724953,46.131576911101504,45.69447708129883,45.69447708129883,717800,0.0,0
