Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-31 00:00:00-04:00,46.42196349490669,46.76844403630512,45.97742119954335,46.330440521240234,2479600,0.0,0
2015-04-01 00:00:00-04:00,46.487336354496655,46.931878650046364,45.846670550934896,46.74883270263672,2596700,0.0,0
2015-04-02 00:00:00-04:00,46.81419753156019,46.95802074780649,46.56577878653385,46.794586181640625,1784200,0.0,0
2015-04-06 00:00:00-04:00,46.85994150006969,47.72287548746124,46.85994150006969,47.53329086303711,2330000,0.0,0
2015-04-07 00:00:00-04:00,47.533307153458914,47.624830108667936,47.01031955049695,47.03646469116211,1852900,0.0,0
2015-04-08 00:00:00-04:00,47.016842592100346,47.0952929590402,46.683439754764144,46.90570831298828,2027300,0.0,0
2015-04-09 00:00:00-04:00,46.78805234282991,46.80112491494757,46.29120981268826,46.65730667114258,1545800,0.0,0
2015-04-10 00:00:00-04:00,46.70959137414618,47.25219526531837,46.58538451044675,47.00377655029297,1175600,0.0,0
2015-04-13 00:00:00-04:00,47.00377446255625,47.06914728069863,46.4284816926002,46.4742431640625,1360800,0.0,0
2015-04-14 00:00:00-04:00,46.506932574684726,46.93840215686232,46.43502097765512,46.82726287841797,1799600,0.0,0
2015-04-15 00:00:00-04:00,46.95802012018389,47.435246253938594,46.81419690585987,47.34372329711914,2953200,0.0,0
2015-04-16 00:00:00-04:00,47.167215285744355,47.18028785606394,46.61807256740904,46.93840789794922,2373200,0.0,0
2015-04-17 00:00:00-04:00,46.650759905382884,47.0691519683133,46.591920871856544,46.72267150878906,2942000,0.0,0
2015-04-20 00:00:00-04:00,46.820725961943566,48.01052914114342,46.820725961943566,47.5594482421875,2332900,0.0,0
2015-04-21 00:00:00-04:00,47.57906403437436,47.860171651822945,46.89917572734461,47.12798309326172,3569200,0.0,0
2015-04-22 00:00:00-04:00,47.291411263797855,47.50714603156476,47.02338123917526,47.40908432006836,2774200,0.0,0
2015-04-23 00:00:00-04:00,47.44830804462043,48.02359572311606,47.32409622123058,47.85362243652344,2067300,0.0,0
2015-04-24 00:00:00-04:00,47.755574544584796,48.59889238119435,47.7032742947966,48.075904846191406,2868100,0.0,0
2015-04-27 00:00:00-04:00,48.16742987781837,48.311253077158234,47.08222209198238,47.44178009033203,2022500,0.0,0
2015-04-28 00:00:00-04:00,47.199883092042356,47.565979775161786,46.788029934611444,47.55290222167969,2206900,0.0,0
2015-04-29 00:00:00-04:00,47.14105458395967,47.402550820341865,46.87301957007081,47.26526641845703,2126100,0.0,0
2015-04-30 00:00:00-04:00,47.12143577012932,47.19334734842679,46.395786198309374,46.85993957519531,2837300,0.0,0
2015-05-01 00:00:00-04:00,46.93841325284561,47.127992976055936,46.31735885783308,46.8730354309082,2282600,0.0,0
2015-05-04 00:00:00-04:00,46.709584504749216,47.441772960613264,46.709584504749216,46.91224670410156,2210900,0.0,0
2015-05-05 00:00:00-04:00,46.840333282328416,46.905706091202184,45.85318740917003,46.2977294921875,3344900,0.0,0
2015-05-06 00:00:00-04:00,46.30427281966364,46.572302858672955,45.80743044567243,46.22582244873047,3461700,0.0,0
2015-05-07 00:00:00-04:00,46.42848202019169,46.761889878984476,46.27812503616597,46.36964797973633,2107900,0.0,0
2015-05-08 00:00:00-04:00,46.89916535116531,47.284873386341104,46.79456985887002,46.931854248046875,1927800,0.0,0
2015-05-11 00:00:00-04:00,46.90572002314711,47.212977802503744,46.40887755040816,46.42195510864258,1772800,0.0,0
2015-05-12 00:00:00-04:00,46.12776273904423,46.61806635655151,45.93817807509293,46.4742431640625,2253800,0.0,0
2015-05-13 00:00:00-04:00,46.47425112996052,47.1279893986906,46.18660968330576,46.35004425048828,2544400,0.0,0
2015-05-14 00:00:00-04:00,46.63767059900135,46.912244373576115,46.56576400133657,46.80764389038086,1722800,0.0,0
2015-05-15 00:00:00-04:00,46.87954770625666,47.31755093488838,46.807636132884326,47.19334411621094,1714100,0.0,0
2015-05-18 00:00:00-04:00,46.97108923880322,47.343719817790955,46.93840532098515,47.2391242980957,1396700,0.0,0
2015-05-19 00:00:00-04:00,46.97760939609392,47.37638994384062,46.91877038714167,47.19334411621094,1792200,0.0,0
2015-05-20 00:00:00-04:00,47.16721531389492,47.34372244526309,46.91225779768146,46.99724197387695,2738100,0.0,0
2015-05-21 00:00:00-04:00,47.11490325453878,47.35678813983007,46.84687323514235,47.08221435546875,3154200,0.0,0
2015-05-22 00:00:00-04:00,46.93839955932626,47.14759556066478,46.77496502741722,47.04953384399414,1415300,0.0,0
